chr	coord	esc_max_exp	npc_max_exp
chr18	7960000	0.15290	0.60593
chr5	20280000	0.00000	0.00000
chrX	21640000	0.00000	0.00000
chr4	134920000	38.96086	36.94542
chr2	19360000	0.02103	0.00893
chr3	33760000	0.03125	0.00000
chr4	152360000	497.80980	0.02269
chr4	102080000	2.53186	1.81549
chrX	166520000	2.69890	0.05761
chr4	9960000	0.00000	0.00000
chr8	71760000	2.35838	2.19807
chr6	67560000	0.29068	0.00000
chr16	31960000	38.14376	1.42400
chr5	22320000	0.05021	0.12792
chr4	143600000	0.00000	0.00000
chr10	22080000	0.27847	0.25467
chr17	78240000	1.08116	3.34180
chr18	56000000	0.12997	0.00000
chr2	153720000	3.33491	0.20025
chr19	37720000	0.33713	0.50996
chr14	92400000	0.00000	0.00000
chr9	99360000	0.96822	0.02296
chr6	58480000	0.04344	0.03689
chr17	34000000	1.15391	0.12249
chr9	78120000	5.94136	4.38603
chrX	101560000	20.55827	13.51344
chr10	62800000	42.96387	11.71370
chr3	28440000	0.00000	0.20871
chr17	21520000	6.50765	0.11036
chr11	79320000	0.02566	0.02179
chr14	54600000	39.01071	0.00000
chr4	116480000	3.33019	0.03804
chr14	54880000	1.30281	0.20239
chr6	128560000	10.09354	0.00000
chr4	37280000	0.00000	0.00000
chr13	99120000	1.09493	0.23016
chr8	4840000	0.37735	0.36051
chr12	64480000	0.00000	0.00000
chr6	99920000	0.04197	0.00000
chr15	88840000	30.59279	3.26141
chr2	18840000	0.00726	0.00616
chr17	24080000	17.04929	12.09709
chr8	72160000	43.47942	0.06363
chr12	29040000	0.00000	0.00000
chr10	58360000	16.47528	0.00000
chr8	70560000	20.03162	15.98839
chr8	12720000	0.00000	0.00000
chr3	122840000	0.00000	0.00000
chr5	101720000	1.09409	0.02693
chr4	7840000	0.00000	0.00000
chr3	101280000	0.40026	0.00000
chr2	32240000	19.77761	19.40799
chr3	140800000	0.11974	0.00000
chr15	66960000	0.00000	0.00000
chr11	102880000	0.01542	0.01746
chr7	131600000	71.37050	64.05899
chr9	63400000	3.04977	3.50557
chr6	59120000	0.00000	0.00000
chrX	41760000	0.00000	0.00000
chr9	71240000	0.61878	0.07707
chr14	55480000	17.88601	7.08668
chr6	6360000	21.89534	0.14100
chr5	151680000	16.96667	0.00000
chr7	81000000	1.81698	2.77997
chr5	57280000	0.17765	0.06466
chr19	24920000	0.00000	0.02706
chr11	107040000	0.71305	0.03813
chr2	36400000	267.47084	144.08255
chr3	99080000	0.00000	0.00000
chr12	58280000	0.00823	0.00000
chr3	122200000	0.02479	0.01053
chr17	67040000	0.00000	0.35646
chr4	49400000	0.00000	0.12529
chr13	63000000	3.08029	1.97123
chr15	43880000	0.76137	1.12071
chr3	90000000	93.47423	1.63430
chrX	7600000	0.13077	0.02221
chr3	147200000	0.00000	0.00000
chr9	5360000	0.00000	0.00000
chr6	102680000	0.00000	0.00000
chr4	102120000	0.07252	0.25536
chr11	103120000	19.75309	6.57185
chr6	80040000	0.00304	0.00000
chr18	61480000	0.00000	0.00000
chr1	9640000	0.00574	0.30692
chr15	68400000	0.13614	0.64744
chr14	66880000	8.30217	0.64744
chrX	93560000	0.00000	0.00000
chr7	122040000	15.80313	9.02474
chr7	23640000	0.00000	0.00000
chr11	114960000	0.01281	0.00000
chrX	150680000	13.07213	12.60114
chr12	28360000	0.00000	0.00000
chr1	153640000	3.66594	5.04036
chrX	116360000	0.00000	0.19344
chr2	12440000	5.33003	0.27759
chr15	76440000	0.00000	0.00000
chr16	36520000	0.00000	0.00000
chr2	90960000	27.61136	18.54608
chr5	139160000	4.84779	0.07029
chr5	119960000	0.02638	0.00000
chr3	44680000	0.00000	0.00976
chr15	76040000	1.89153	0.90355
chr6	124160000	0.00000	0.00000
chr14	20240000	0.00000	0.00000
chr18	13240000	0.00000	0.00000
chrX	150120000	0.00000	0.00000
chr15	12040000	11.16615	0.00000
chr7	55800000	12.80270	0.00469
chr14	73560000	20.32754	1.23006
chr10	75920000	2.11116	0.04749
chr19	7840000	0.00000	0.00000
chr5	110800000	20.09262	0.09556
chr17	80600000	0.38237	0.10283
chr3	39640000	0.00000	0.00000
chr5	114280000	1.14145	0.25410
chr4	58240000	0.00348	0.04232
chr8	43320000	491.80390	0.29962
chr2	113400000	0.00000	0.00000
chr7	72320000	1.70688	0.04110
chr8	38080000	0.00000	0.00000
chr7	35240000	0.26970	0.25178
chr3	135520000	10.48224	0.06867
chr1	82240000	0.00000	0.00562
chr8	79640000	52.60119	19.11274
chr2	87520000	3.57997	0.00000
chr14	52760000	0.00000	0.00000
chr17	65640000	97.52868	71.81559
chr8	67400000	0.00000	0.00000
chr5	60960000	0.00000	0.00000
chr5	36400000	0.26739	0.92269
chr15	85160000	5.00046	0.03841
chr13	113000000	1.58312	0.10992
chr5	94080000	2.21197	0.00000
chr2	22640000	0.04450	0.26995
chr7	56240000	0.02830	0.47667
chr19	28760000	3.65972	2.78498
chr11	78760000	8.59166	0.00000
chr5	69920000	0.00000	0.00000
chr11	55440000	55.15450	41.71215
chr1	87080000	0.43439	0.16854
chr17	57240000	0.05085	0.00000
chr16	60720000	0.00000	0.00000
chr14	62800000	15.67857	0.21363
chr14	54200000	0.00000	0.00000
chr19	29440000	0.00000	0.00964
chr11	94520000	0.07149	0.01104
chr12	111840000	7.17211	2.84945
chr7	34920000	12.93385	9.59260
chr6	74520000	0.00000	0.00000
chr2	174320000	6.13500	0.49570
chr1	36400000	4.52980	6.68889
chrY	23320000	0.00000	0.00000
chrX	112840000	0.00000	0.00000
chr13	27640000	0.00000	0.00000
chr1	36080000	3.85576	5.87609
chrY	6400000	0.00000	0.00000
chrY	12200000	0.00000	0.00000
chr1	35680000	0.00000	0.00000
chr16	37680000	98.45513	100.75949
chr6	58120000	0.01594	0.00000
chr2	152320000	5.65157	4.92108
chr4	106560000	0.05987	0.00847
chr6	36000000	0.00000	0.00000
chr12	76280000	69.13537	0.08176
chrJH584293.1	240000	0.00000	0.02149
chr1	20360000	0.00000	0.00000
chrY	6480000	0.00000	0.00000
chr3	68760000	0.01124	0.04772
chr15	72560000	0.00000	0.22304
chr5	36240000	0.00000	0.00000
chr1	166040000	9.07439	0.00000
chr13	20000000	25.81165	13.14768
chr17	34120000	0.15637	0.00000
chr12	57640000	0.29852	0.21729
chrY	34680000	0.00000	0.00000
chr7	33760000	0.00000	0.00000
chr3	94280000	0.67732	0.00000
chr11	119160000	0.30127	0.25584
chrX	22880000	0.00000	0.00000
chr13	65240000	1.48287	0.00450
chr12	35000000	0.00000	0.00000
chrX	36400000	2.51446	14.48960
chr13	22040000	1333.26220	11.89672
chr1	93880000	0.03659	0.02589
chrX	94160000	9.23224	8.85057
chr7	26840000	0.01802	0.00765
chrY	61960000	0.01519	0.00000
chr10	128360000	75.98358	0.70499
chr3	43800000	0.91805	0.29985
chr8	25160000	0.00000	0.00000
chr15	74800000	1.26178	0.02132
chrX	49800000	0.38213	0.59676
chrX	8960000	0.00000	0.05341
chr3	158520000	0.00000	0.00000
chr4	129800000	0.14824	0.12589
chr14	30520000	0.06265	0.04634
chr1	177600000	0.00000	0.00000
chr5	136600000	1.16416	4.17946
chr6	130880000	0.00000	0.00000
chr2	104280000	0.07192	0.00000
chr17	74560000	13.06742	8.09401
chr13	60200000	0.44158	7.28027
chrX	5920000	12.00784	12.16110
chrX	72600000	0.00000	0.00000
chr9	26960000	0.01560	0.01988
chr14	63280000	0.16746	0.10564
chr1	60640000	0.00000	0.00000
chr6	8440000	0.00000	0.10168
chr3	136720000	0.10995	0.33198
chrX	141360000	0.00000	0.00000
chr15	102400000	0.05142	0.00000
chr17	31000000	0.00000	0.00000
chr14	60240000	0.00000	0.00000
chr4	135880000	48.01343	0.00000
chr11	29520000	9.55009	0.40768
chr12	81000000	0.06695	0.00000
chr3	92520000	0.00000	0.00000
chr17	70760000	0.60983	0.15344
chr10	88920000	0.05617	0.04770
chr10	4640000	0.00684	0.00348
chr5	45880000	1.22643	0.14125
chr18	47400000	1.16184	3.39184
chr5	48600000	0.00000	0.00000
chr8	81040000	14.58737	6.75604
chr15	99280000	27.79882	0.00000
chr16	49440000	0.00000	0.01399
chr2	175880000	36.15227	0.05479
chr16	26400000	0.11505	0.11236
chr5	76920000	2.15783	3.48497
chrX	19240000	0.83702	1.34680
chr19	40000000	0.00000	0.00000
chr1	146840000	0.00000	0.00000
chr7	14480000	0.00000	0.00000
chr3	138440000	1.50719	0.00000
chr2	64600000	0.00000	0.00000
chrX	116200000	0.00000	0.00000
chr3	49160000	0.15785	0.02979
chr14	4000000	8.39834	0.00000
chr14	20720000	192.32539	1.14944
chr3	104240000	1.70346	0.00000
chr16	4080000	51.52838	0.38070
chr1	174120000	0.00000	0.00000
chr9	81680000	783.50882	193.24099
chr4	149000000	0.13351	0.12688
chr5	36880000	2.28764	0.00000
chr7	3080000	0.00000	0.00000
chr5	138120000	8.36402	0.00000
chr7	3920000	0.01290	0.00000
chr16	96120000	11.99389	10.40357
chrX	33440000	0.06419	0.00000
chr15	83560000	2.39676	1.19430
chr5	41880000	14.65500	0.00000
chr4	9800000	0.03038	0.00774
chr4	141720000	0.00000	0.00000
chr11	3800000	0.00000	0.00000
chr5	116400000	0.20358	0.00000
chr2	141320000	0.00000	0.00000
chr4	133720000	1.26636	2.41967
chr3	34640000	0.00000	0.00000
chr15	11080000	0.00899	0.82696
chr13	94080000	0.19636	1.98183
chr2	166840000	6.39383	5.14575
chr5	123280000	3092.10790	2946.52929
chr13	107440000	29.26975	28.80861
chr2	46640000	0.00000	0.00000
chr19	3360000	3.17541	0.55334
chr5	43240000	0.23898	1.68446
chr7	106880000	0.01946	0.00000
chr1	88680000	0.00000	0.00000
chr2	169920000	0.09129	0.00930
chr6	17640000	30.27307	26.60234
chr8	59560000	0.00000	0.00000
chr6	134040000	4.44259	5.17785
chr19	12320000	0.00000	0.00000
chr1	111880000	1.77616	3.84240
chr9	3440000	24.81221	13.32626
chr5	115320000	66.73009	0.11494
chr12	13760000	0.11298	0.11193
chrX	51040000	8.01953	8.13474
chr1	31080000	0.00000	0.00000
chr3	69120000	684.69171	1395.00367
chr5	13080000	24.32725	7.10796
chr11	82960000	0.79323	0.09717
chr11	113240000	0.21136	0.02594
chr9	110320000	87.62358	43.71804
chrX	134560000	91.21223	0.00000
chr11	110200000	0.00464	0.02365
chrY	42600000	0.02004	0.00000
chr10	70120000	8.86990	7.76843
chr11	5920000	17.95070	0.00000
chr10	125400000	0.07683	0.28952
chr12	33480000	0.00000	0.00000
chr5	124320000	0.06949	0.08262
chrX	37640000	14.99278	0.00000
chrX	34000000	0.00000	0.00000
chr11	6720000	0.06332	0.00000
chr1	49520000	0.00000	0.00000
chr4	81720000	0.00000	0.00000
chr3	139240000	0.03096	0.01052
chr14	56800000	22.15985	0.00000
chr5	106240000	2.12592	0.16538
chr17	78840000	4.81988	6.09100
chr11	43440000	49.76047	55.03425
chr7	30600000	47.70603	1.64093
chr5	105000000	2.11959	1.57498
chrX	143120000	0.00910	0.03479
chr3	4400000	0.00000	0.00000
chr11	73680000	0.00000	0.00000
chr7	106840000	0.00609	0.00000
chrY	79200000	0.00000	0.00000
chr15	82000000	413.67931	425.53401
chr1	135600000	0.00714	0.00606
chr4	136640000	51.57153	0.00000
chr19	20960000	0.06420	0.00000
chr14	51600000	0.00000	0.00000
chr6	52200000	0.65311	0.00000
chr16	85840000	0.88427	11.56015
chr14	75880000	258.92975	75.89500
chr16	36240000	31.54831	0.00000
chr9	67560000	3.57706	2.38331
chrX	142520000	0.00000	0.00000
chrX	44800000	4.21081	1.87778
chr14	6480000	0.27619	0.72101
chr6	78520000	0.00000	0.00000
chr14	25920000	7.13321	0.03591
chr3	133560000	12.36215	0.27038
chr10	13920000	0.12971	0.00000
chr17	69400000	5.38159	6.82705
chr9	3360000	11.50672	1.34219
chr6	29560000	1.07084	0.83703
chr7	102880000	0.00000	0.00000
chr8	124440000	0.60527	0.60471
chr17	61400000	0.00000	0.00000
chr1	171720000	503.46701	305.28825
chrX	28040000	0.03976	0.00000
chr14	120080000	0.00000	0.00425
chr5	142720000	0.89413	1.57404
chrY	10800000	0.00000	0.00000
chr3	45800000	5.11586	0.00000
chr11	53920000	4.16646	3.18041
chr14	11320000	0.00000	0.00000
chr11	116000000	0.51656	0.02351
chr7	85920000	0.00000	0.00000
chr18	69360000	2.23996	3.85082
chr1	126360000	0.00000	0.09151
chr12	102000000	25.44753	14.31934
chr14	5240000	0.01791	0.01521
chr2	141680000	11.52154	12.45265
chr6	83240000	3.65274	0.01913
chr1	167200000	0.00000	0.00000
chr6	100720000	0.04170	0.24045
chr9	110440000	2.22391	0.01298
chr5	150920000	0.00000	0.00000
chr8	72520000	14.68400	5.26259
chr6	72000000	0.02173	0.00000
chrX	113200000	5.40805	6.99064
chr16	94360000	47.34990	0.12792
chr3	138200000	0.03570	0.02274
chr1	56640000	0.00000	0.00000
chr1	24200000	0.08108	0.03443
chr7	111040000	14.46298	10.54659
chr2	111120000	0.00000	0.00000
chr2	25120000	0.03465	0.01753
chr9	19640000	19.58003	25.08052
chr6	49880000	0.00000	0.00000
chr7	107400000	2.95275	0.30297
chrY	30520000	0.39383	0.00000
chr13	8920000	41.60509	47.00309
chr3	80080000	0.00000	0.00000
chr15	49560000	0.00000	0.00000
chr9	13280000	3.17009	0.74123
chr15	74520000	0.54315	0.75183
chr7	113720000	0.00000	0.00000
chr15	8480000	16.00258	23.14654
chr18	3800000	0.00000	0.00000
chr7	84720000	31.38899	50.33522
chrY	85600000	0.00000	0.00000
chr16	8240000	0.00000	0.00000
chr6	109400000	0.00000	0.00000
chrY	85640000	0.00000	0.00000
chr10	86560000	0.00000	0.01092
chr3	5920000	0.00000	0.28841
chr6	41040000	0.00872	0.00000
chr16	77040000	2.34967	9.72519
chr7	4280000	0.00000	0.00000
chr6	21280000	0.02230	0.03315
chr2	117280000	51.36685	63.06231
chr10	71120000	0.00000	0.00000
chr5	26600000	0.00000	0.00000
chr11	81880000	0.00000	0.01395
chr12	65080000	274.50226	22.13344
chr2	38960000	5.97433	0.04322
chr4	15960000	13.95937	0.17242
chr11	32360000	0.89268	4.66769
chr3	59960000	0.00612	0.00000
chr3	106520000	0.17406	0.05149
chr11	115920000	0.02265	0.00000
chr6	68360000	0.00000	0.00000
chr4	123800000	0.73012	0.00517
chr5	88760000	327.67277	215.07702
chr6	67680000	0.00000	0.00000
chr12	85600000	1.76759	3.51652
chr6	41800000	0.14570	0.01237
chr4	120600000	44.49466	0.00000
chr10	45320000	0.00000	0.03021
chrX	145200000	0.00000	0.00000
chr5	74560000	7.55297	8.49567
chr15	99680000	19.23297	3.16150
chr17	18320000	0.00000	0.00000
chr18	62560000	21.34787	23.51148
chrY	36920000	0.00000	0.00000
chr18	37960000	13.67741	0.98308
chr15	97800000	3.57606	0.01724
chr11	90040000	4.76060	0.31419
chrX	153560000	0.58112	0.02350
chr4	68960000	0.14808	0.11292
chr2	12400000	0.16481	0.17004
chr5	74440000	0.18609	0.02963
chr15	58840000	5.00496	4.57566
chr5	128320000	0.02305	0.00000
chrX	44320000	0.00000	0.00000
chr8	117480000	0.87557	0.55657
chr8	116960000	21.23558	2.98902
chr6	72560000	8.83350	0.01826
chr6	70680000	0.00000	0.00000
chr7	46640000	1.61705	6.36368
chr9	38040000	0.00000	0.00000
chr4	109680000	30.60941	3.27758
chr11	48880000	2.56874	0.37403
chr7	108200000	0.00000	0.00000
chr2	82520000	4.23717	1.61921
chr4	127120000	0.00000	0.00000
chrX	154040000	0.00000	0.00000
chr9	80200000	0.80574	2.95235
chr2	30160000	15.42124	4.10881
chr8	27160000	5.19983	0.00000
chr11	96800000	161.23354	0.12296
chr9	38600000	0.00000	0.00000
chr1	87520000	0.00000	0.00000
chr6	40600000	0.00000	0.01495
chr7	134680000	7.20866	7.60141
chr8	64760000	10.16940	50.85024
chr2	60040000	0.20049	0.02838
chr7	90480000	51.37603	18.43448
chrX	90440000	0.00000	0.00000
chr6	89320000	0.04731	0.06428
chr2	169440000	0.00000	0.00000
chrY	4200000	0.00000	0.00000
chr9	72040000	0.23860	0.00000
chr14	100720000	0.00000	0.00000
chr8	22720000	1.08188	0.00000
chr2	5280000	0.00000	0.00000
chrY	70800000	0.00000	0.00000
chr7	16800000	7.30345	3.64497
chr12	75440000	0.00000	0.00983
chr4	155640000	29.04383	0.92762
chr7	25200000	0.10212	0.50684
chr4	144200000	0.00000	0.00000
chr1	176400000	0.00000	0.00445
chrY	55600000	0.00000	0.00000
chr17	23360000	0.00000	0.00000
chr18	40240000	23.17012	11.00622
chrX	68520000	0.00000	0.00000
chr7	19880000	0.61764	0.01589
chr11	95600000	3.26311	0.36365
chr1	62520000	0.00000	0.00000
chr6	57000000	0.00000	0.00000
chr15	30600000	0.00000	0.13330
chr13	96520000	0.00000	0.00000
chr3	141240000	0.42885	0.00000
chr7	30360000	3.42821	0.41094
chrX	37680000	0.61322	0.00000
chr9	104200000	1.00555	1.57847
chr4	129840000	47.82163	52.27637
chrX	56080000	2.77867	0.26219
chrX	20840000	0.00000	0.00000
chr17	55760000	0.00000	0.00000
chr11	98920000	21.81522	5.84864
chr12	64760000	0.00000	0.00000
chr6	141880000	0.00291	0.00000
chr11	120600000	171.53079	0.42100
chr9	115240000	0.54229	0.15351
chr5	59800000	0.00000	0.00000
chrY	52040000	0.00000	0.00000
chr19	39080000	0.00000	0.01645
chr7	3160000	0.07231	0.00000
chr9	36280000	0.00000	0.00000
chr4	95040000	39.73282	44.37342
chrX	139120000	0.06104	0.00000
chr2	150200000	35.97409	0.02222
chr9	34600000	0.00000	0.00000
chr10	129040000	0.00000	0.00000
chr15	60120000	0.00000	0.00000
chr1	83360000	0.00000	0.01231
chr10	28960000	0.04014	0.00000
chr8	120080000	0.00000	0.00000
chr3	153880000	0.01950	0.00000
chr5	111160000	0.00785	0.13341
chr8	75600000	0.00000	0.00000
chr5	111200000	0.00000	0.08812
chr6	10200000	0.00000	0.00000
chr2	53560000	0.04188	0.03557
chr12	4120000	2.79806	3.45315
chr9	43840000	0.00000	0.04679
chr19	5840000	1155.84482	0.28326
chr13	92880000	3.04815	5.89496
chr9	20240000	0.00000	0.00000
chr13	108080000	37.02488	33.11212
chr6	119560000	0.26041	3.22147
chr10	79760000	3.47263	0.00000
chr5	88080000	0.00000	0.00000
chr2	3880000	0.00000	0.00000
chr5	34680000	40.87454	0.06062
chr1	72880000	0.10263	4.81996
chr12	87320000	0.21553	0.23793
chr7	40680000	0.00000	0.00000
chr3	135240000	22.38646	0.00000
chr5	112600000	0.06465	0.00000
chr1	107280000	0.00000	0.00000
chr16	98000000	6.23139	0.20927
chr1	29240000	0.00000	0.00000
chr2	151760000	2.72599	0.00000
chr6	148400000	0.05313	0.07669
chr6	113280000	0.12882	0.16409
chr11	121520000	0.97671	0.71164
chr17	86920000	0.00000	0.00000
chr14	60200000	0.22406	0.35585
chr18	63600000	0.00000	0.00000
chr2	90200000	0.92489	1.17815
chr5	117360000	8.01752	0.47188
chr6	4960000	0.99231	0.99139
chr5	28040000	0.91325	0.21812
chr8	121040000	0.00000	0.00000
chr7	21600000	0.14396	0.00000
chr12	115000000	0.15919	0.00000
chr2	89200000	0.00000	0.00000
chr6	103640000	0.00000	0.01062
chr5	70560000	0.00000	0.00000
chr9	89080000	26.72114	8.37177
chr4	117960000	0.10873	0.17808
chr11	27080000	0.00000	0.00000
chr7	83800000	0.08673	0.02631
chr3	61480000	10.50336	2.94156
chr5	122160000	101.08076	74.95678
chr6	34880000	0.49880	0.00000
chr11	34240000	0.00000	0.00000
chrX	110400000	0.00000	0.00000
chr2	148880000	18.73787	26.96340
chr3	117360000	0.00000	0.00000
chr12	4480000	3.22700	3.07159
chr9	25000000	0.00000	0.00000
chr15	99640000	0.07254	0.03080
chr13	113040000	0.41052	0.00000
chr6	57640000	0.00000	0.00000
chr7	5440000	0.00000	0.00591
chr11	99680000	0.07412	0.00000
chr7	80880000	0.30994	1.57921
chr1	85000000	0.14650	0.00000
chr12	22640000	0.29649	0.12589
chr19	53800000	8.80575	10.53710
chr2	94440000	55.75299	2.32492
chr14	32400000	0.75091	0.00000
chr1	83080000	0.03766	0.00000
chr5	30480000	0.01800	0.00000
chr9	18120000	0.00000	0.00000
chrGL456354.1	120000	0.02584	0.00000
chr12	78880000	145.54148	42.11480
chr9	75680000	0.05430	0.00000
chr4	141760000	7.38512	0.00000
chr15	9160000	7.46205	7.05193
chrY	18600000	0.00000	0.00000
chr17	69080000	1.76833	6.74408
chr8	13720000	0.02392	2.70126
chr6	35560000	30.58427	0.16523
chr6	126680000	0.05080	0.45131
chr3	79360000	0.00834	0.00708
chr4	81480000	1.36220	0.01316
chrX	72880000	0.00000	0.00000
chr7	63960000	5.70653	6.19756
chr1	25280000	0.01204	1.63070
chr16	79000000	0.00000	0.00000
chrY	88200000	0.00000	0.00000
chr11	69360000	120.89371	2195.93707
chr10	24720000	0.07284	0.04639
chr6	116400000	0.11974	0.00000
chr1	180840000	170.59915	0.00000
chr2	27200000	0.00000	0.00395
chr14	5320000	0.27527	0.43413
chr8	102800000	0.11076	8.62719
chr2	145520000	90.89840	0.00000
chrY	57080000	0.00000	0.00000
chr5	124040000	0.69652	0.00000
chr13	95360000	27.45226	27.27835
chr9	109880000	12.70246	0.00000
chr8	85080000	24.15231	5.66511
chr18	20720000	447.18788	319.76178
chr11	57480000	11.66796	9.41421
chr8	94760000	0.00000	0.00000
chrX	4120000	0.02071	0.00000
chr1	194760000	0.00000	0.02982
chrX	129160000	0.00000	0.00000
chr7	36440000	0.00000	0.00000
chr17	48720000	0.00000	0.00000
chr12	112720000	0.05023	0.07922
chr8	70320000	15.71882	7.22688
chr6	90520000	0.79414	0.00000
chr2	90480000	0.00337	0.00000
chr4	54600000	0.00000	0.00000
chr5	59240000	0.00000	0.29649
chr7	24160000	3.97664	3.28696
chr10	3400000	0.38483	0.02064
chr19	6880000	1.32351	1.19514
chr4	139400000	0.14508	0.23320
chr16	4840000	0.02810	0.00000
chr11	97440000	3.13800	1.04442
chr5	21440000	5.26692	3.28326
chrY	6760000	0.00000	0.00000
chr5	116440000	5.62281	3.68493
chrY	85840000	0.00000	0.00000
chr15	5280000	0.18263	0.06681
chr7	126880000	57.84699	17.48369
chr5	108680000	1.74343	0.05092
chr6	113640000	79.16764	0.00000
chr14	52800000	0.12425	0.00000
chr3	149240000	0.00000	0.00000
chrX	96200000	0.29852	0.03622
chr16	17840000	0.10191	0.17309
chr3	34360000	0.00000	0.01196
chrY	9280000	0.00000	0.00000
chr17	80120000	0.00000	0.00000
chr12	113840000	0.30058	0.00000
chr8	121240000	0.00000	0.00000
chr12	115600000	1.88237	0.00000
chr7	64360000	2.16368	1.76765
chr11	51640000	370.09917	54.12006
chr14	49960000	0.00000	0.00000
chr4	143160000	0.88947	1.25891
chr10	97440000	0.00000	0.00000
chr2	12320000	0.21802	0.00000
chr2	4200000	0.00000	0.03108
chr3	49680000	0.00000	0.00000
chr3	108880000	3.57137	4.14380
chr6	22320000	0.01285	0.01819
chr16	16400000	0.44108	0.00000
chr1	118280000	0.00000	0.00000
chr14	77160000	23.33922	2.27836
chr16	30560000	1.42706	1.86457
chr4	144600000	8.63342	10.71191
chr10	41240000	0.00000	0.00000
chr4	135360000	12.54982	16.00790
chr5	110560000	0.09942	0.52241
chr6	38440000	3.42855	3.79946
chr7	79920000	0.00000	0.00000
chrX	96520000	1741.40477	1748.04583
chr4	62240000	4.18908	7.65188
chr11	73520000	0.00000	0.00000
chr19	10000000	183.16495	67.64373
chr5	113800000	887.70347	880.04659
chr3	88560000	70.29875	0.00000
chr4	20800000	0.01614	0.31990
chr7	71280000	0.00000	0.00000
chr16	58640000	0.01686	0.00000
chr14	42080000	0.28445	0.00000
chr14	121280000	0.20600	1.32887
chr14	98720000	0.00000	0.00000
chr14	52920000	434.17678	0.00000
chrX	129560000	0.00000	0.00000
chr2	157400000	19.05007	23.71464
chr7	82880000	0.35678	10.45989
chr1	21480000	0.00000	0.00682
chr8	65160000	0.01239	0.00000
chr14	55760000	22.04651	0.05312
chr9	7200000	65.58596	48.94728
chr5	43080000	0.04587	0.02921
chr1	38800000	0.00000	0.00000
chr7	16080000	0.29970	0.00696
chr11	18360000	0.10062	0.01554
chr16	76440000	459.37385	420.00473
chr11	70160000	1.18638	0.00000
chr7	81880000	0.50475	0.15783
chr13	66520000	5.19047	0.01450
chrX	33360000	0.00000	0.00000
chrY	25640000	0.00000	0.00000
chr14	5520000	11.34176	2.43066
chr1	106800000	10.69131	7.48850
chr13	53440000	0.00000	0.00000
chr8	19280000	0.00000	0.00000
chr8	3880000	6.41307	3.27821
chr5	37720000	0.01620	0.15138
chrY	44480000	0.00000	0.00000
chr2	157080000	1.27505	5.03247
chr14	61080000	1.96290	29.87837
chr4	72880000	0.10923	0.03865
chrY	59760000	0.00000	0.00000
chr1	90360000	0.00000	0.00000
chr6	120040000	8.86519	2.26604
chr9	111440000	0.18026	0.00000
chr9	94440000	0.00000	0.00000
chr1	161080000	14.72016	4.12420
chr2	168360000	0.00000	0.00000
chr17	34280000	0.35372	0.02693
chr7	51760000	494.82191	200.90663
chr6	115400000	0.00000	0.01074
chrY	26440000	0.00000	0.00000
chr4	99600000	5.11822	0.04481
chr17	20880000	0.00000	0.00000
chr7	28400000	17.61441	0.95599
chr5	126000000	0.01031	0.00000
chr10	22280000	6.08704	7.95649
chr7	37160000	0.00000	0.00000
chr4	150360000	1.18865	2.88405
chr7	8680000	0.00000	0.00000
chr10	86800000	1.43104	1.48976
chrY	84200000	0.00000	0.00000
chr2	137880000	0.00000	0.00384
chr12	36320000	0.01067	1.55815
chr5	70600000	0.38160	0.18997
chr4	147240000	99.41419	1.90169
chr1	34360000	0.00000	0.00000
chr10	30240000	18.44382	40.44361
chr13	100240000	0.01542	0.00000
chr5	121400000	22.43128	0.12047
chr7	11200000	26.54921	0.00691
chr2	92080000	0.06952	0.09840
chr8	35760000	0.00000	0.00000
chr2	11200000	0.01055	0.03415
chrY	36200000	0.00000	0.00000
chr2	131120000	1.20289	0.17543
chr1	141360000	1.03135	0.19463
chr1	136800000	12.02182	0.09358
chr2	44800000	0.02085	0.05903
chr2	132920000	2.05141	0.17506
chrX	139840000	0.12359	0.10018
chr7	21080000	0.00000	0.00000
chr1	189440000	0.21162	0.59046
chr5	97200000	0.05609	0.07145
chr16	38720000	0.26924	0.11432
chr14	13680000	0.00000	0.00000
chrY	57840000	0.00000	0.00000
chr3	121200000	0.81870	0.00000
chr4	56680000	0.00000	0.12017
chr19	3160000	0.52371	0.00000
chr2	69880000	195.91180	0.76007
chr9	36160000	0.00000	0.00000
chr5	72040000	0.00000	0.00000
chr17	75200000	0.00000	0.10958
chr10	106520000	0.00000	0.03404
chr4	126680000	118.57350	43.14836
chr10	35720000	86.89373	35.52541
chr2	17800000	0.00000	0.00000
chr5	22440000	0.00000	0.00000
chr1	148360000	0.00000	0.00000
chr6	94960000	0.00000	0.00000
chr6	48840000	0.00000	0.00000
chr18	37280000	0.00722	0.06129
chr10	80680000	8.17320	9.47581
chr8	100040000	139.79522	71.42655
chr6	65080000	29.25915	8.78487
chr13	120280000	4.11094	0.01130
chr7	95200000	0.00000	0.00000
chr4	69320000	0.00000	0.00000
chr10	70320000	0.04977	0.00000
chr4	98960000	42.43648	27.30967
chr12	114280000	0.00000	0.00000
chr9	43760000	1.38595	2.52027
chr6	101400000	0.16733	2.47247
chr4	112000000	0.00000	0.15400
chr11	99880000	4.53879	7.41229
chrY	59640000	0.46145	0.00000
chr19	6600000	85.15793	0.00000
chr4	131920000	0.00000	0.00000
chr18	60680000	0.09797	0.09651
chr18	7640000	6.63428	8.13361
chr9	88560000	1001.05786	0.00000
