gene	FPKM
Ppfia3	0.70136
Aldh16a1	109.337
Pih1d1	79.2372
Trpm4	15.4401
Kcna7	0.0448019
Ntf5	2.3139
Tead2	353.226
Cd37	1.44326
Lhb	0.0930594
Gys1	26.452
Ruvbl2	120.056
Snrnp70	316.53
Ftl1	359.215
Hsd17b14	2.35286
Fgf21	0.23671
Fut1	0.15556
Fut2	0.00805648
Izumo1	0.0171741
Rasip1	0.258767
Sec1	0.176017
Ntn5	0.0343971
Plekha4	12.5045
Car11	3.87004
Mamstr	0.953638
Bcat2	29.8768
Fam83e	0.0651371
Spaca4	0
Rpl13a	5511.61
Gm45713	3.32149e-10
Flt3l	9.12434
Sult2b1	0.483581
Lmtk3	4.18635
Kcnj14	0.415458
Grwd1	34.7333
Syngr4	0.463631
Cyth2	139.107
Tmem143	26.0825
Abcc6	1.00338
Bax	178.815
Gm45808	4.40503e-15
Dhdh	1.1623
Ppp1r15a	28.3238
Tulp2	0.939125
Nucb1	163.796
Ccdc114	7.907
Grin2d	3.45385
Kdelr1	179.954
Myod1	0
Otog	0.00662418
Kcnj11	0.0755894
Kcnc1	0.00753307
Ush1c	0.0120195
Abcc8	0.0116653
Tph1	0.0704732
Saa4	0
Saa2	0
Saa1	0.163207
Sergef	6.43333
Saa3	19.1648
Saal1	7.21164
Emp3	378.292
Nomo1	31.2141
Gtf2h1	24.753
Hps5	17.5101
Dbp	6.45989
Rpl18	2066.12
Sphk2	20.1393
Ldhc	0
Gm9999	0.164186
Mrgpra1	0
Mrgpra6	0
Mrgpra9	0
Mrgpra2a	0
Mrgpra3	0
Mrgpra2b	0
Uevld	3.12844
Mrgprx1	0
Mrgpra4	0
Mrgprb5	0
Mrgprb4	0
Tmem86a	9.79538
Mrgprb8	0
Mrgprx2	0
Mrgprb1	0
Spty2d1	8.84134
Ptpn5	0.149727
Mrgprb2	0
Mrgprb3	0
Csrp3	0
Dbx1	0
Zdhhc13	15.5824
Tsg101	112.123
Htatip2	4.62864
E2f8	6.30061
Slc17a6	0.0732823
Ano5	0.0869234
Slc6a5	0.020091
Nell1	0.0398445
4933405O20Rik	0
1700015G11Rik	0
Luzp2	0.00472062
Siglech	0
Svip	6.65374
Nav2	1.08349
Prmt3	26.9309
Fancf	4.31863
Gas2	29.9904
Tubgcp5	13.1253
Nipa1	4.36011
Oca2	0
Gabrg3	0.0171634
Gabra5	0.0767742
Gabrb3	0.27866
Atp10a	6.38648
Gm38393	0.23755
Snrpn	10.286
Snurf	55.0016
Herc2	9.35194
Mkrn3	2.48738
A26c2	0
Otud7a	0
Chrna7	0.0236422
Magel2	3.23038
Peg12	6.10413
Fan1	1.69069
Mtmr10	2.55801
Klf13	14.0785
E030018B13Rik	0
Ube3a	24.2393
Apba2	0.073942
Mcee	20.093
Ndn	58.5837
Mphosph10	25.0246
Fam189a1	0.0722825
Nsmce3	3.59159
Ldha	445.253
Tarsl2	5.85426
Tm2d3	37.4586
Tjp1	23.6654
Chsy1	13.0834
Pcsk6	0.73187
Gm45213	5.05165e-33
Snrpa1	51.3686
Selenos	70.2112
Aldh1a3	4.65001
Trpm1	0.0692962
Lrrk1	12.1579
Gm10974	0
Cers3	0.0231852
Asb7	6.67824
Adamts17	1.85947
Lins1	6.71004
Pgpep1l	0.0466267
Lrrc28	8.60153
Fam169b	0.25849
Arrdc4	16.5366
Igf1r	6.49515
Gm10295	0
Cyfip1	40.2343
Nipa2	26.4936
Mctp2	0.493397
Ttc23	9.40418
Synm	0.140907
Fam174b	0.080455
St8sia2	1.41264
Lysmd4	9.2994
Mef2a	15.5295
Sv2b	0.104233
Nr2f2	145.196
Rgma	35.2565
Slco3a1	11.2919
Agbl1	0
Klhl25	12.289
Det1	6.01841
Chd2	20.875
Ntrk3	0
Acan	0.00928028
Hapln3	0.133413
Isg20	17.3553
Mrpl46	18.0286
Mrps11	50.0287
Aen	25.6998
Akap13	7.69615
Rlbp1	0.104062
Rhcg	0
Mesp1	0.020661
Plin1	0.0251879
Wdr93	0.457814
Mesp2	0.14003
Pex11a	5.52734
Mfge8	166.245
Anpep	9.23084
Abhd2	54.4402
Ap3s2	23.8772
Arpin	21.6643
Ticrr	3.44297
Kif7	2.81716
Zfp710	12.9138
Gdpgp1	1.85263
Ttll13	0.215589
Fanci	5.79138
Polg	79.0399
Sema4b	17.9152
Ngrn	24.5329
Vps33b	7.5536
Cib1	67.4644
Idh2	161.905
Unc45a	18.7424
Fes	28.0057
Crtc3	9.49769
Blm	8.76081
Furin	37.0497
Zscan2	9.21357
Hddc3	49.1788
Man2a2	33.4154
Wdr73	17.3378
Alpk3	0.0251795
Slc28a1	0.0251613
Pde8a	0.277265
Zfp592	19.649
Iqgap1	53.0507
Nmb	10.1807
Sec11a	156.866
BC048679	0
Fsd2	0
Ap3b2	0.0478398
Whamm	3.3798
Cpeb1	0.994612
Homer2	0.086458
Fam103a1	13.5439
Gm10160	0
3110040N11Rik	30.3677
Btbd1	25.6584
Bnc1	5.10625
Saxo2	1.09373
Adamtsl3	2.37844
Sh3gl3	3.09986
Efl1	5.99952
Tmc3	0.165704
Tm6sf1	1.30469
Hdgfrp3	15.5657
Cfap161	0.0607403
Rccd1	4.99458
Prc1	62.7048
Mex3b	37.6847
Mesdc1	12.1945
Stard5	21.2837
Il16	0.0372021
Mesdc2	92.0393
Abhd17c	32.8338
Cemip	11.5489
Rps17	1180.78
Gm2115	11.0024
Fah	32.7301
Vmn2r65	0
Olfr291	0
Vmn2r66	0
Vmn2r67	0
Olfr290	0
Vmn2r68	0
Vmn2r70	0
Vmn2r69	0
Vmn2r72	0
Vmn2r71	0
Vmn2r74	0
Vmn2r73	0
Vmn2r75	0
Vmn2r76	0
Olfr310	0
Olfr304	0
Olfr308	0
Olfr309	0.00717574
Olfr305	0
Olfr307	0.054696
Olfr299	0
Olfr301	0.0255627
Olfr297	0
Olfr303	0
Olfr298	0
Olfr295	0
Olfr292	0
Olfr294	0
Olfr293	0
Arnt2	33.4997
Folh1	0.615799
Vmn2r77	0
Vmn2r78	0
Vmn2r79	0
Grm5	0
Tyr	0.136744
Rab38	2.25336
Nox4	1.59174
Ctsc	18.842
Fzd4	5.10848
Zfand6	154.366
Tmem135	12.1978
Ccdc81	0.0428851
Me3	2.10155
Prss23	47.0202
Hikeshi	94.5702
Eed	62.4865
Ccdc83	0
Ccdc89	0.80919
Tmem126b	9.27741
Crebzf	18.0591
Tmem126a	61.5979
Dlg2	0.604598
Sytl2	0.798345
Fam181b	0.430961
Rab30	6.05605
Ddias	3.87519
Ccdc90b	14.8314
Ankrd42	3.5975
Prcp	8.85356
Gab2	1.85649
Pcf11	18.0067
Nars2	4.12953
Kctd21	4.8307
Usp35	6.53853
Thrsp	0.0618676
Kctd14	0.277854
Alg8	21.3928
Tenm4	3.08605
Ndufc2	125.972
Ints4	27.8226
Aqp11	1.60918
Gdpd4	0
Aamdc	34.3115
B3gnt6	0.0102249
Rsf1	10.9633
Clns1a	66.0736
Gucy2d	0
Acer3	7.224
Myo7a	0.822344
Capn5	6.74165
Omp	0.0913563
Pak1	25.7298
Lrrc32	18.2071
Tsku	16.6512
Wnt11	0.464531
Mogat2	0.843146
Dgat2	2.80526
Thap12	25.7241
Picalm	84.9699
Uvrag	16.1326
Map6	5.05444
Emsy	17.3084
Klhl35	0.0569573
Gdpd5	13.8459
Olfr520	0
Olfr521	0
Tpbgl	0.00786512
Slco2b1	0
Neu3	1.53333
Arrb1	3.58316
Chrdl2	0.0345835
Rnf169	3.80744
Lipt2	6.71211
Kcne3	0.093291
Pgm2l1	2.09882
Serpinh1	743.414
Pold3	13.9485
P4ha3	23.5965
Ucp3	0.0210851
Spcs2	201.263
Xrra1	0.522864
Coa4	12.0389
Ppme1	47.1154
C2cd3	9.30895
Plekhb1	6.02215
Relt	4.2375
Rps3	1176.7
P2ry6	0.0635771
Mrpl48	25.0998
Rab6a	46.6773
P2ry2	0.148697
Fam168a	22.8459
Stard10	9.96813
Ucp2	330.026
Dnajb13	0.399027
Art2b	0
Arhgef17	40.9862
Fchsd2	10.9441
Atg16l2	7.90069
Clpb	25.4639
Folr2	0.326846
Arap1	60.5163
Gm45837	0.0651149
Pde2a	0.0259736
Phox2a	0.0630368
Inppl1	69.3169
Rnf121	25.2566
Art5	0.90899
Art1	0
Chrna10	0.00959681
Folr1	1.03243
Anapc15	28.2448
Tomt	4.48883
Lamtor1	134.596
Lrrc51	6.1767
Xndc1	18.7632
Xntrpc	0.269318
Trpc2	0.103004
Rhog	69.4873
Nup98	17.499
Numa1	51.7256
Il18bp	8.3254
Stim1	17.5694
Olfr547	0
Olfr548-ps1	0
Olfr549	0
Olfr544	0.00722952
Olfr543	0.0477722
Olfr545	0.0159046
Olfr550	0
Olfr551	0
Olfr553	0
Olfr555	0
Olfr554	0
Olfr556	0
Olfr552	0.0443188
Olfr557	0
Olfr558	0
Olfr33	0
Olfr559	0
Olfr564	0
Olfr561	0
Olfr568	0
Olfr566	0
Olfr78	0
Olfr560	0
Trim68	6.13682
Trim21	10.7416
Olfr569	0
Olfr570	0
Olfr574	0
Olfr573-ps1	0
Olfr572	0
Olfr575	0
Olfr571	0.0462406
Olfr583	0
Olfr578	0
Olfr585	0
Olfr584	0
Olfr588-ps1	0
Olfr582	0
Olfr589	0
Olfr591	0
Olfr586	0
Olfr576	0
Olfr577	0
Pgap2	54.8285
Olfr593	0
Usp17ld	0
Olfr592	0
Olfr594	0
Olfr596	0
Olfr598	0
Olfr597	0
Olfr599	0
Olfr600	0
Olfr603	0
Olfr605	0
Olfr608	0
Olfr601	0
Olfr606	0
Olfr609	0
Olfr611	0
Olfr610	0
Olfr612	0
Usp17lc	0.0100763
Olfr613	0.11682
Olfr617	0
Olfr618	0
Olfr619	0
Olfr623	0
Olfr243	0
Olfr625-ps1	0
Olfr622	0
Olfr620	0.00870098
Olfr624	0.0722174
Olfr615	0
Olfr616	0
Olfr628	0
Olfr630	0
Olfr629	0
Olfr69	0
Olfr67	0
Olfr68	0
Hbb-bt	0
Hbb-bh2	0
Hbb-bs	0
Hbb-bh1	0.0538738
Rrm1	76.46
Hbb-y	0
Olfr66	0
Olfr64	0
Olfr631	0
Olfr65	0
Olfr633	0
Olfr632	0
Ubqln3	0
Ubqlnl	0
Olfr635	0.0503998
Olfm5	0
Olfr649	0
Olfr648	0.243998
Trim5	0.28264
Trim12a	0.0251484
Trim34b	2.40861
Trim34a	1.97508
Trim30c	0.014646
Trim6	2.53493
Olfr651	0
Olfr653	0
Trim30b	0.00780931
Olfr654	0
Olfr652	0
Trim30d	0.396331
Olfr655	0.140568
Olfr656	0
Olfr659	0
Olfr657	0
Olfr661	0
Trim30a	4.76617
Trim12c	11.2387
Olfr658	0.0736178
Usp17le	0.0527057
Usp17lb	0.121273
Olfr666	0
Olfr667	0
Olfr668	0
Olfr665	0
Olfr670	0
Usp17la	0.234982
Olfr669	0
Olfr672	0
Olfr675	0
Olfr671	0.0150086
Olfr676	0.0101263
Olfr677	0
Olfr683	0
Olfr688	0
Olfr678	0.0204686
Olfr689	0
Olfr684	0
Olfr681	0
Olfr685	0
Olfr686	0
Olfr679	0.0188645
Olfr638	0
Olfr643	0
Olfr639	0.330937
Olfr640	0
4930516K23Rik	0.00374018
Olfr641	0
Olfr642	0
Olfr644	0.00670981
Olfr645	0
Olfr646	0.0152279
4931431F19Rik	0
Olfr692	0
Olfr691	0
Olfr690	0
Cckbr	0
Cnga4	0.0388948
Prkcdbp	37.8167
Smpd1	31.545
Hpx	0.602799
Fam160a2	16.6285
Gm5901	0.534027
Trim3	48.1767
Apbb1	30.7389
Olfr693	0
Gvin1	0
Olfr695	0
Dchs1	5.62179
Olfr697	0
Olfr694	0
Olfr698	0
Gm4070	0.0129071
Olfr700	0
Olfr701	0
Olfr703	0
Olfr702	0
Olfr705	0
Olfr699	0.0255904
Olfr704	0
Olfr710	0
Olfr1532-ps1	0
Olfr711	0
Olfr706	0
Olfr707	0
Olfr6	0
Olfr709-ps1	0.00909858
Olfr713	0
Gm10081	0
Olfr2	0.0039561
Olfr17	0
Olfr714	0
Nlrp14	0
Olfr715	0.00451596
Olfr716	0
Rbmxl2	0
Ovch2	0
Olfml1	0.014952
Olfr467	0
Olfr469	0
Olfr470	0
Syt9	0.00965785
Olfr474	0
Olfr476	0
Olfr473	0
Olfr477	0
Olfr478	0.00974862
Olfr472	0.0392357
Olfr479	0
Olfr480	0
Olfr483	0
Olfr481	0
Olfr482	0
Olfr484	0
Ppfibp2	0.382922
Cyb5r2	0.0454251
5330417H12Rik	0
Arfip2	51.9781
Timm10b	118.785
Gm45799	7.00457
Dnhd1	1.06397
Olfr485	0
Olfr486	0
Olfr487	0
Olfr492	0
Olfr490	0
Olfr488	0
Olfr491	0
Mrpl17	252
Tpp1	88.2789
Olfr493	0
Olfr494	0
Olfr495	0
Olfr498	0
Olfr502	0
Olfr497	0
Olfr503	0
Olfr504	0
Olfr508	0
Olfr507	0
Olfr506	0.00732983
Olfr509	0.103452
Olfr512	0
Olfr514	0
Olfr513	0
Olfr518	0
Olfr510	0
Olfr517	0
Olfr516	0
Olfr519	0
Nlrp10	0.128904
Lmo1	4.04726
Stk33	0.120663
Trim66	0.0723935
Tub	0.600987
Ric3	0.253657
Eif3f	105.537
Rrp8	23.1594
Taf10	213.404
Ilk	101.601
Ascl3	0
Nrip3	0.0478419
Scube2	0.233074
Akip1	22.9024
BC051019	0.108998
Tmem9b	14.9886
St5	16.1021
Dennd5a	38.5332
Tmem41b	45.2264
Zfp143	9.1027
Wee1	14.2584
Rpl27a	948.958
Adm	7.40608
Swap70	32.4073
Ipo7	42.8594
Lyve1	0.0369767
Mrvi1	2.04241
Sbf2	11.8137
Ampd3	7.31695
Rnf141	18.6008
Ctr9	52.4394
Galnt18	5.35404
Dkk3	23.3607
Mical2	1.69228
AC132392.1	8.26609e-27
Micalcl	0.203945
Usp47	38.17
Rassf10	0.707031
Pth	0
Btbd10	9.16642
Spon1	0.0335035
Parva	97.0257
Arntl	19.0818
Rras2	11.3102
Far1	34.8084
Tead1	23.7702
Copb1	68.8864
Calcb	0.554058
Cyp2r1	0.359931
Calca	3.85659
Insc	3.8156
Sox6	0.157717
Pde3b	13.6975
Psma1	161.157
Eif4g2	501.323
1110004F10Rik	89.6667
Gm4353	0.0163395
Plekha7	0.514358
Xylt1	0.55603
Nucb2	21.0978
Pik3c2a	11.158
Rps13	778.498
Syt17	0.548239
Tmc7	0.0204253
Tmc5	0.428908
Coq7	27.326
Itpripl2	14.0764
Gde1	26.7062
Ccp110	6.07272
Arl6ip1	162.611
Smg1	18.4664
Gpr139	0
Gp2	0
Acsm4	0
Acsm1	0
Umod	0
Acsm2	0
Pdilt	0
Acsm5	0
Thumpd1	22.4025
Anks4b	0.0119963
Zp2	0.062249
Abca15	0
Abca14	0
Abca16	0
Crym	3.90476
Tmem159	14.0606
Gm5737	0
Vwa3a	0.0261948
Rps15a	2814.4
BC030336	28.0187
Mfsd13b	0.512898
Acsm3	0.0358555
2610020H08Rik	13.5585
Eri2	4.25624
Cdr2	10.544
Hs3st2	0
Polr3e	12.0507
Otoa	0.042606
Scnn1g	0
Dcun1d3	6.82538
Dnah3	0.0145682
Lyrm1	3.05
Eef2k	21.8562
Uqcrc2	136.73
Pdzd9	5.84134
Usp31	3.1749
Mettl9	74.6952
Igsf6	0.0112402
Scnn1b	0.00972787
Cog7	14.0698
Gga2	48.7719
Ears2	6.79548
Ubfd1	37.6441
Palb2	4.48518
Chp2	0
Ern2	0.00817288
Cacng3	0
Dctn5	71.1097
Ndufab1	294.375
Prkcb	1.36974
Plk1	60.9317
9030624J02Rik	51.9538
Iqck	1.33202
Knop1	29.1227
Gprc5b	27.8039
Slc5a11	0
Rbbp6	26.8902
Hs3st4	0
Aqp8	0.254723
Kdm8	2.75285
Zkscan2	2.43388
Il21r	0
Nsmce1	71.5495
Il4ra	15.1765
Tnrc6a	34.56
Gsg1l	0
Arhgap17	22.3532
Lcmt1	31.1121
D430042O09Rik	6.92796
Lat	0.728895
Sbk1	8.47176
Cd19	0
Nfatc2ip	2.10875
Rabep2	16.4479
Atp2a1	0.668575
Gtf3c1	23.5326
Spns1	35.7274
Tufm	102.774
Sh2b1	32.4799
Xpo6	49.4684
Atxn2l	86.9479
Nupr1	50.1605
Sgf29	44.0203
Sult1a1	0.749364
Eif3c	161.798
Gdpd3	0.311146
Cln3	41.7832
Il27	0.189436
Apobr	22.1412
Tbx6	0.290812
Slx1b	5.35204
Coro1a	2.59676
Bola2	121.425
Ypel3	93.9575
Mapk3	181.114
Ppp4c	149.35
4930451I11Rik	0
Sez6l2	0.100639
Kctd13	9.4611
Asphd1	0.03069
Tmem219	15.7227
Taok2	28.0962
D830044I16Rik	0.315552
Cdipt	61.0272
Doc2a	0.0905781
Hirip3	68.8149
Ino80e	74.2721
Zg16	0
Qprt	0.0360004
AI467606	5.90891
Spn	1.15613
Kif22	44.9025
Mvp	45.2553
Pagr1b	1.68819
Pagr1a	31.2816
Gm42742	46.2962
Prrt2	10.9727
Mylpf	6.6218
Tbc1d10b	24.8968
Zfp771	44.8237
Itgal	0.0179506
Dctpp1	81.9568
Sephs2	11.0379
9130019O22Rik	0.285077
Zfp747	2.76472
Maz	138.419
Zfp764	1.76607
E430018J23Rik	2.50202
Sept1	3.24463
Zfp553	17.8446
Zfp689	2.75424
Zfp768	18.5547
Cd2bp2	44.9927
Zfp688	13.9923
Prr14	27.8122
Fbrs	48.0315
Zfp629	3.98868
Phkg2	26.3406
Ccdc189	10.0959
Aldoa	512.24
Fam57b	0.224112
Ctf1	13.424
Ctf2	0.071435
Rnf40	41.0641
Bcl7c	195.618
Orai3	30.444
Fbxl19	32.1776
Srcap	15.8737
Gm42715	3.83017
Tmem265	6.55989
Prss36	19.8546
Kat8	17.9411
Prss8	0.145893
Stx1b	2.4225
Stx4a	95.9678
Zfp668	7.70074
Prss53	0.713286
Gm21974	0.327005
Vkorc1	101.163
Zfp646	11.6472
Bckdk	83.0345
Setd1a	27.0682
SETD1A	2.49686
Hsd3b7	29.6426
Trim72	0.0688725
Pycard	1.90049
Itgax	0.0173111
Itgad	0
Cox6a2	0.231677
Itgam	0.00497921
Itgam	0
9130023H24Rik	1.54581
Armc5	8.54499
Rgs10	2.48396
Slc5a2	0
BC017158	11.3903
Bag3	36.1715
Plpp4	0
Tgfb1i1	36.568
Inpp5f	11.1276
Sec23ip	19.5218
Mcmbp	46.0147
Tial1	60.2916
Wdr11	15.5432
Fus	785.329
Tex36	0
Mmp21	0
Edrf1	11.6859
D7Ertd443e	0
Adam12	1.53315
Foxi2	0
Clrn3	0
Nps	0
Ptpre	0.976829
Mgmt	0.0247169
Ebf3	0.164772
9430038I01Rik	8.31511
Dock1	11.8182
Fam196a	0.22978
Mki67	19.5403
Tcerg1l	0
Uros	15.7156
Bccip	56.1411
Dhx32	14.3582
Fank1	0.705649
Jakmip3	0.0994631
Jakmip3	0.0426706
Dpysl4	0.131743
Bnip3	32.1309
Stk32c	1.37177
Lrrc27	8.39982
Pwwp2b	11.3691
Glrx3	100.054
Utf1	0.0865109
Mapk1ip1	7.74219
Ppp2r2d	27.1287
Adgra1	0.311606
Kndc1	0.00578087
6430531B16Rik	0.159138
Cfap46	0.0501851
Adam8	2.06624
Msx3	0.178076
Caly	0.0286669
Inpp5a	26.1562
Nkx6-2	1.87288
Olfr522	0
Olfr524	0
Olfr527	0
Olfr525	0
Olfr523	0
5830411N06Rik	0
Cd163l1	0
Olfr530	0
Olfr532	0
Prap1	0
Fuom	13.0187
Olfr531	0
Olfr60	0
Olfr538	0
Olfr536	0
Olfr533	0
Olfr53	0
Olfr61	0
Olfr535	0
Olfr46	0.14989
Olfr539	0.119927
Olfr541	0
Syce1	0.0352491
Olfr45	0.0372511
Cyp2e1	0.128538
Mtg1	30.5161
Sprn	0.0419553
Echs1	34.316
Paox	11.0405
Tubgcp2	25.8947
Zfp511	21.1795
Cox8b	0.139234
Nlrp6	0.00745266
Pgghg	17.6414
Ifitm1	23.7723
Gm17387	0
Ifitm6	0.192149
Pkp3	1.40958
Ano9	0.0329986
Ifitm5	0.275448
Gm45717	7.77682e-06
Ifitm2	455.195
B4galnt4	10.9847
Sigirr	21.3639
Ifitm3	406.949
Ptdss2	43.962
Lrrc56	5.08725
Lmntd2	1.89139
Rassf7	22.2062
Hras	62.043
Drd4	0.333889
Sct	0.652926
Cdhr5	0.062812
Rnh1	159.817
Tmem80	24.3373
Deaf1	43.536
Eps8l2	25.3391
Zfp941	2.65801
Gm45785	0.344983
Bet1l	23.2143
Sirt3	8.25645
Ric8a	37.0885
Psmd13	100.115
Urah	1.63534
Scgb1c1	0
Odf3	0
Cend1	6.59823
Taldo1	79.8403
Pddc1	34.0025
Pidd1	4.46864
Slc25a22	62.0801
Cracr2b	5.31258
Pnpla2	18.338
Phrf1	40.7534
Irf7	18.7094
Fgfr2	1.21258
Ctbp2	50.4698
Ate1	11.701
Nsmce4a	57.5505
Tacc2	24.2714
Btbd16	0.0487534
Plekha1	15.0849
Htra1	82.1931
Dmbt1	0
4933402N03Rik	0
5430419D17Rik	0
Cuzd1	0
1700007K09Rik	0.185341
Fam24a	0.130391
2310057M21Rik	15.9516
Pstk	33.1176
Ikzf5	5.64971
Acadsb	54.105
Hmx3	0
Hmx2	0.0824873
Bub3	97.2987
Gpr26	0.00195131
Cpxm2	0
Chst15	6.64838
Chst15	0.0380937
Oat	72.0971
Nkx1-2	0
Lhpp	9.70276
Fam53b	6.00052
Mettl10	26.7038
Fam175b	17.4323
Zranb1	12.453
Polr2l	13.2306
Cd151	134.295
Muc2	0
Muc2	0
Muc2	0
Muc2	0
Muc5ac	0
Muc2	0.0121179
Muc5b	0.00150283
Muc6	0.0157535
Gm45618	0
Gm45337	0
Gm39115	0
Gm29735	0
Gm4553	0
Dusp8	0.645897
Gm10153	0
Krtap5-2	0
Krtap5-3	0
Krtap5-5	0
Gm7579	0
Brsk2	0.0278682
Gm40460	0
Gm2431	0
Gm4559	0
Krtap5-1	0
Krtap5-4	0
Ap2a2	30.0635
Rplp2	1750.17
Mob2	21.1427
Tollip	27.4801
Tspan4	124.235
Chid1	31.726
Tnni2	0.651648
Syt8	0.614367
Mrpl23	33.9631
Tnnt3	1.01281
Lsp1	18.3907
Ascl2	0.0474123
Ins2	0
Th	0.0787253
Tspan32	0.714783
Ifitm10	0.372095
AC034099.1	37.4842
Ctsd	231.3
Igf2	105.526
Cdkn1c	0
Phlda2	0.641863
Slc22a18	0.201102
Kcnq1	0.00784565
Trpm5	1.24602
Tssc4	45.8661
Cd81	315.384
Tnfrsf26	0.0775466
Tnfrsf23	2.51363
Tnfrsf22	6.27063
Mrgprg	0
Mrgpre	0.922389
Nadsyn1	4.05429
Osbpl5	16.8912
Gm498	0
Cars	50.9277
Shank2	0.0105218
Nap1l4	223.935
Dhcr7	128.139
Fadd	5.28009
Fgf3	0.111539
Fgf4	0.00784288
Fgf15	0.0137903
Ano1	3.67032
Ppfia1	28.2456
Mrgprd	0
Mrgprf	0.517746
A430078G23Rik	0.105116
1700019B03Rik	0.0157478
Insr	4.2958
Pex11g	2.71476
Tpcn2	5.20978
1810010D01Rik	0
Zfp358	28.1373
Arhgef18	11.4616
C330021F23Rik	0.117443
Cttn	220.234
Mcoln1	32.4326
Oraov1	16.3976
Ccnd1	110.25
Mcemp1	0
Retn	0.032975
Fcor	6.39088
Cd209e	0
Clec4g	0
Cd209d	0
Cd209a	0
Cd209b	0
Fcer2a	0.0217423
Cd209g	0
Cd209f	0
Trappc5	9.70696
Cd209c	0.814622
Pet100	68.148
Pcp2	0.658912
Lrrc8e	1.20681
Stxbp2	38.5946
Camsap3	0.348997
Xab2	23.2464
Snapc2	48.8022
Ctxn1	71.3112
Evi5l	9.88942
Prr36	0.869388
Pnpla6	30.1956
Zfp958	4.28987
Timm44	48.0357
Slc10a2	0
Map2k7	48.2346
Map2k7	0.359728
Tgfbr3l	4.65732
Cers4	18.258
Shcbp1	18.6675
Elavl1	46.7414
Ccl25	6.68534
Gm10217	0
Fam155a	0
Lig4	2.62898
Tnfsf13b	0.00485491
Myo16	0.0374264
Efnb2	45.2468
Abhd13	6.36581
Irs2	4.89978
Arglu1	41.3584
Rab20	1.0247
1700016D06Rik	0
Ing1	53.7739
A230072I06Rik	0
Sox1	0
Tex29	0
Spaca7	0
Ankrd10	26.9547
F7	0.0267654
F10	0
Proz	0.0561725
Naxd	42.6837
Cars2	15.2296
Tubgcp3	15.5327
Pcid2	28.0281
Arhgef7	19.2891
Atp11a	15.2931
Mcf2l	1.12833
Cul4a	43.3621
Adprhl1	0.0485667
Dcun1d2	7.7377
Tmco3	29.9568
Col4a1	149.553
Col4a2	38.0756
Atp4b	0
Grk1	0.0106081
1700029H14Rik	0.0250443
Tmem255b	0.0407348
Gas6	7.14699
4932443I19Rik	0.0573688
Rasa3	11.9365
Lamp1	268.991
Grtp1	9.37115
AF366264	0.0075059
Upf3a	24.2636
Tfdp1	106.943
Coprs	18.87
Erich1	2.5691
Dlgap2	0
Champ1	13.9429
Tdrp	2.9516
Cdc16	63.4591
Cln8	8.7364
Fbxo25	20.5302
BB014433	0
Myom2	0.00588206
Kbtbd11	0.209895
Arhgef10	9.69173
Csmd1	0.0205088
Defb40	0
Defb37	0
Defb38	0
Defb39	0
Defb12	0
Defb34	0
Defb14	0
Defb4	0
Defb46	0
Defb6	0
Defb5	0
Spag11b	0
Gm45826	0
Spag11a	0
Defb3	0
Defb8	0
Defb7	0
4930467E23Rik	0
Gm31371	0
Agpat5	11.2952
Mcph1	3.98739
Angpt2	5.09041
Xkr5	3.7597
Gm15319	0
Gm21119	0
Defb33	0
Gm6040	0
AY761185	0
Defa35	0
Defa23	0
Defa21	0
Gm14851	0
Defa25	0
Defa30	0
Defa22	0
Gm15056	0.196926
Gm15292	0
Defa31	0
Gm15293	0
Defa5	0
Defa3	0
Defa29	0
Defa27	0
Defa33	0
Defa2	0
Gm7849	0
Defa36	0
Defa20	0
Defa32	0
Defa37	0
Gm7861	0
Defa28	0
Defa26	0
Defa17	0
AY761184	0
Defa34	0
Defa24	0
Defb1	0
Defb50	0
Defb2	0
Defb10	0
Defb11	0
Defb9	0
Defb15	0
Defb13	0
Defb35	0
Fam90a1a	0
Ccdc70	0
Atp7b	0.0316777
Nek5	0.0756889
Nek3	5.44954
Tpte	0
Alg11	10.7721
Thsd1	0.202031
Ckap2	20.2868
Slc25a15	4.15908
Vps36	15.756
Mrps31	19.0269
Dkk4	0
Smim19	12.3934
Slc20a2	29.9161
Polb	20.7811
Vdac3	128.055
Ap3m2	7.39543
Nkx6-3	0
Ikbkb	17.8514
Plat	66.0876
Kat6a	12.6913
Ank1	0.324216
Gins4	41.306
Sfrp1	1.38303
Adam18	0
Zmat4	0.153007
Ido1	0.1796
Ido2	0.168163
Adam5	0.120826
Adam32	0.0218162
Adam3	0.0192917
1810011O10Rik	19.6295
Gpat4	51.0993
Golga7	44.3963
Htra4	0.156965
Tm2d2	42.2952
Adam9	22.6319
Tacc1	3.33243
Plekha2	65.5884
Letm2	3.33431
Star	1.131
Bag4	11.9065
Lsm1	44.3271
Nsd3	14.779
Ddhd2	15.6708
Plpp5	55.6865
Kcnu1	0.0356455
Hgsnat	14.9115
Pomk	11.3147
Fnta	80.2019
Hook3	20.1603
Rnf170	7.20361
Gm45692	0.128047
Thap1	10.695
Fgfr1	132.829
Zfp703	77.2125
Adrb3	0.0266847
Erlin2	43.2692
Got1l1	0.654331
Prosc	32.2682
Rab11fip1	1.71125
Tex24	0
Chrna6	0
Dusp26	0
Chrnb3	0.00729849
Gm45861	0
Poteg	0
Unc5d	0.00491995
Rnf122	7.05766
Ash2l	112.022
Eif4ebp1	133.649
