geneId	geneName	start	end	strand	chr
ENSMUSG00000025791	Pgm1	99929414	99987294	1	4
ENSMUSG00000100391	Gm28978	88430978	88431592	-1	Y
ENSMUSG00000034783	Cd207	83671215	83677857	-1	6
ENSMUSG00000094618	Gm13271	88754868	88755416	1	4
ENSMUSG00000106168	Gm43538	38614247	38615558	1	3
ENSMUSG00000052563	D930048N14Rik	51650954	51657681	1	11
ENSMUSG00000103348	Gm37053	106604784	106606870	-1	1
ENSMUSG00000084834	4930565N06Rik	36880519	36897189	-1	16
ENSMUSG00000054006	D630008O14Rik	106541943	106575045	1	1
ENSMUSG00000117268	AL928605.1	88754471	88754678	1	4
ENSMUSG00000108534	Olfr1360	21673431	21677405	-1	13
ENSMUSG00000116908	AC154232.2	36875140	36880234	1	16
ENSMUSG00000070923	Klhl9	88718292	88722465	-1	4
ENSMUSG00000113737	BB123696	52729615	52757205	-1	13
ENSMUSG00000059406	Tmprss9	80871848	80899492	1	10
ENSMUSG00000099403	Gm29599	128750926	128751347	1	1
ENSMUSG00000097283	Gm26686	128770599	128774421	-1	1
ENSMUSG00000034243	Golgb1	36875140	36933085	1	16
ENSMUSG00000066372	Vmn2r65	84935565	84964115	-1	7
ENSMUSG00000086074	Gm13274	88722757	88757579	-1	4
ENSMUSG00000048455	Sprr1b	92436809	92438789	-1	3
ENSMUSG00000057329	Bcl2	106538178	106714274	-1	1
ENSMUSG00000045318	Adra2c	35278319	35281763	1	5
ENSMUSG00000101984	Gm29436	88474113	88477024	1	Y
ENSMUSG00000115347	Gm8238	13418422	13418856	-1	15
ENSMUSG00000096322	Gm3898	43820947	43832658	1	9
ENSMUSG00000005716	Pvalb	78191114	78206400	-1	15
ENSMUSG00000100637	Gm20819	88534613	88560905	1	Y
ENSMUSG00000057541	Pus7	23740648	23783711	-1	5
ENSMUSG00000052031	Tagap1	6955011	6961156	-1	17
ENSMUSG00000107995	Gm44487	125208367	125208691	-1	6
ENSMUSG00000099851	Gm29542	31486958	31487889	1	12
ENSMUSG00000115481	Gm4940	13452316	13453112	1	15
ENSMUSG00000045539	Sprr3	92456502	92458720	-1	3
ENSMUSG00000039701	Usp53	122931493	122984510	-1	3
ENSMUSG00000105882	Gm42905	111789492	111791102	1	3
ENSMUSG00000108283	Gm44008	54693646	54694057	1	6
ENSMUSG00000108674	Olfr1359	21698111	21706833	1	13
ENSMUSG00000101651	Gm28402	54680930	54681917	-1	6
ENSMUSG00000051041	Olfml1	107567446	107591094	1	7
ENSMUSG00000029430	Ran	129020069	129024323	1	5
ENSMUSG00000116618	AC122413.1	6948446	6957196	1	17
ENSMUSG00000038065	Mturn	54681624	54703851	1	6
ENSMUSG00000021499	Catsper3	55784568	55808998	1	13
ENSMUSG00000094950	Vmn2r66	84985366	85012268	-1	7
ENSMUSG00000073791	Efcab7	99829198	99912788	1	4
ENSMUSG00000023806	Rsph3b	6904413	6948682	-1	17
ENSMUSG00000032254	Kif23	61915905	61946774	-1	9
ENSMUSG00000031934	Panx1	15002128	15045478	-1	9
ENSMUSG00000105858	2310074N15Rik	24447908	24448489	1	5
ENSMUSG00000026854	Usp20	30982279	31023586	1	2
ENSMUSG00000084915	C230037L18Rik	89476236	89484847	1	15
ENSMUSG00000032313	Tmem266	55326913	55438345	1	9
ENSMUSG00000109374	Gm44773	107592950	107593506	1	7
ENSMUSG00000086921	Gm13189	4137774	4144102	1	2
ENSMUSG00000015476	Prrt1	34629533	34633126	1	17
ENSMUSG00000104284	Gm10862	4091140	4094489	1	2
ENSMUSG00000039660	Spout1	30173453	30178459	-1	2
ENSMUSG00000115703	Gm49112	13481349	13481637	1	15
ENSMUSG00000102517	Gm38085	4103877	4106938	1	2
ENSMUSG00000101850	Gm29437	88621155	88621850	-1	Y
ENSMUSG00000022620	Arsa	89472476	89477425	-1	15
ENSMUSG00000115081	Gm18714	13713972	13714241	-1	15
ENSMUSG00000099182	Gm8676	7643906	7644542	1	6
ENSMUSG00000116795	AC154763.2	36894394	36895683	1	16
ENSMUSG00000104190	Gm10472	24449608	24451709	-1	5
ENSMUSG00000026657	Frmd4a	4017717	4614043	1	2
ENSMUSG00000078680	Mup10	60578260	60582199	-1	4
ENSMUSG00000114356	Gm47265	72229990	72231507	1	X
ENSMUSG00000020219	Timm13	80899450	80900969	-1	10
ENSMUSG00000105419	Gm43205	36097177	36099144	1	3
ENSMUSG00000099436	Gm28977	88661193	88664536	-1	Y
ENSMUSG00000030553	Pgpep1l	68236610	68264233	-1	7
ENSMUSG00000074170	Plekhf1	38216972	38228016	-1	7
ENSMUSG00000115419	Gm49113	13754781	13761027	-1	15
ENSMUSG00000115824	Gm49114	13838057	13840486	1	15
ENSMUSG00000104522	Gm38159	13335783	13338145	-1	Y
ENSMUSG00000111758	Gm30373	43924751	43970253	-1	9
ENSMUSG00000105071	Gm43336	113900395	113904898	-1	5
ENSMUSG00000100067	Gm28407	88696465	88699701	1	Y
ENSMUSG00000104476	Gm38211	45485836	45493052	-1	1
ENSMUSG00000031340	Gabre	72255999	72274803	-1	X
ENSMUSG00000102345	Gm37377	92473240	92473543	-1	3
ENSMUSG00000085072	Ict1os	115406586	115408314	-1	11
ENSMUSG00000103176	Gm37147	13307101	13310334	-1	Y
ENSMUSG00000020900	Myh10	68691559	68816632	1	11
ENSMUSG00000106623	Gm43335	113860161	113863436	1	5
ENSMUSG00000043155	Hpdl	116819904	116821707	-1	4
ENSMUSG00000106554	Gm33474	107048836	107056042	1	5
ENSMUSG00000094338	Hist1h2bl	21715763	21716143	-1	13
ENSMUSG00000115395	Gm49224	36433319	36436691	-1	15
ENSMUSG00000103468	Gm21440	13252391	13254834	1	Y
ENSMUSG00000082868	Mup-ps5	60597597	60597695	1	4
ENSMUSG00000115551	Gm49115	14142955	14143227	1	15
ENSMUSG00000093948	Gm10378	42655938	42663605	1	14
ENSMUSG00000090458	Gm17122	113842601	113843116	1	5
ENSMUSG00000106762	4930478P22Rik	35361541	35367677	1	5
ENSMUSG00000093903	Gm21454	13252442	13378804	1	Y
ENSMUSG00000090975	Gm17162	42685234	42687469	-1	14
ENSMUSG00000104711	Gm43854	111809436	111809829	-1	3
ENSMUSG00000091627	Gm5929	42697337	42699767	-1	14
ENSMUSG00000071646	Mta2	8941875	8952303	1	19
ENSMUSG00000085794	Vax2os	83692806	83712201	-1	6
ENSMUSG00000105127	Gm42470	110655679	110656455	1	9
ENSMUSG00000033883	D3Ertd254e	36151017	36170342	1	3
ENSMUSG00000090742	Gm3008	42728272	42731344	1	14
ENSMUSG00000040564	Apoc1	19689481	19692660	-1	7
ENSMUSG00000109965	Gm45274	15046212	15050770	1	8
ENSMUSG00000036330	Slc18a1	69037711	69089235	-1	8
ENSMUSG00000055944	E130018O15Rik	35379152	35388476	-1	5
ENSMUSG00000091741	Gm17161	42752315	42754334	-1	14
ENSMUSG00000028064	Sema4a	88435959	88461182	-1	3
ENSMUSG00000021587	Pcsk1	75089826	75134861	1	13
ENSMUSG00000038213	Tapbpl	125223933	125231860	-1	6
ENSMUSG00000112620	Gm18972	27870091	27870720	1	10
ENSMUSG00000029869	Ephb6	41605482	41620509	1	6
ENSMUSG00000086628	Gm16157	68266339	68276594	-1	7
ENSMUSG00000083562	Gm13234	145632504	145633250	1	4
ENSMUSG00000095466	Gm3015	42763525	42768821	-1	14
ENSMUSG00000052837	Junb	84974484	84978718	-1	8
ENSMUSG00000100315	1700031P21Rik	52599981	52602322	-1	12
ENSMUSG00000034777	Vax2	83711264	83738313	1	6
ENSMUSG00000007777	0610009B22Rik	51685386	51688874	-1	11
ENSMUSG00000074071	Fam169b	68273839	68363092	1	7
ENSMUSG00000064208	Gm10145	27936364	27936825	1	10
ENSMUSG00000109519	Gm18806	81742345	81744316	1	7
ENSMUSG00000090333	Gm3025	42782883	42785217	-1	14
ENSMUSG00000112432	Gm18507	28065666	28066190	-1	10
ENSMUSG00000029752	Asns	7675169	7693254	-1	6
ENSMUSG00000108155	Gm44443	38025795	38031427	1	2
ENSMUSG00000074364	Ehd2	15946958	15967567	-1	7
ENSMUSG00000111184	THSD8	84967678	84969433	-1	8
ENSMUSG00000030337	Vamp1	125215551	125245964	1	6
ENSMUSG00000035403	Crb2	37776249	37799103	1	2
ENSMUSG00000081885	Gm13231	145641357	145644399	1	4
ENSMUSG00000095226	Gm10377	42792568	42797987	-1	14
ENSMUSG00000058835	Abi1	22940073	23040241	-1	2
ENSMUSG00000052926	Rnaseh2a	84956610	84969767	-1	8
ENSMUSG00000095517	Gm13249	145646771	145647115	-1	4
ENSMUSG00000111637	Gm10688	43978958	43979477	-1	9
ENSMUSG00000039741	Bahcc1	120232947	120292296	1	11
ENSMUSG00000079272	Gm7152	42825371	42828470	1	14
ENSMUSG00000084265	Gm14541	36839137	36839293	-1	X
ENSMUSG00000107110	Gm42931	35611089	35615669	-1	6
ENSMUSG00000006423	C330007P06Rik	36823737	36874111	-1	X
ENSMUSG00000094804	Gm21977	42847980	42853477	-1	14
ENSMUSG00000030397	Mark4	19424775	19458821	-1	7
ENSMUSG00000103608	4930442P19Rik	35390673	35391912	-1	5
ENSMUSG00000107145	Gm43442	35926711	35927124	1	6
ENSMUSG00000106970	Gm43377	35396098	35396552	1	5
ENSMUSG00000114783	Gm48217	42866650	42866857	1	14
ENSMUSG00000107089	Gm43443	36186707	36189099	-1	6
ENSMUSG00000105446	Gm42605	96485766	96486150	1	5
ENSMUSG00000024972	Lgals12	7596660	7607193	-1	19
ENSMUSG00000038646	Ramac	81762925	81769491	1	7
ENSMUSG00000067438	Hmx1	35389108	35399730	1	5
ENSMUSG00000034687	Fras1	96373955	96784728	1	5
ENSMUSG00000045027	Prss22	23993534	23998100	-1	17
ENSMUSG00000107467	Gm8992	75187667	75188168	-1	6
ENSMUSG00000039043	Arpin	79925361	79935359	-1	7
ENSMUSG00000097957	Gm8993	75201988	75202970	1	6
ENSMUSG00000109453	4930405G09Rik	68315973	68317032	-1	7
ENSMUSG00000086410	Gm16158	68338668	68353201	-1	7
ENSMUSG00000051095	Olfr986	40180920	40190134	1	9
ENSMUSG00000109096	Gm44888	68332989	68335529	1	7
ENSMUSG00000006273	Atp6v1b2	69088646	69113711	1	8
ENSMUSG00000022707	Gbe1	70313949	70569716	1	16
ENSMUSG00000057788	Ddx49	70292866	70302489	-1	8
ENSMUSG00000100818	Gm21287	88804758	88805453	-1	Y
ENSMUSG00000106625	Gm43344	27546641	27547869	1	3
ENSMUSG00000039286	Fndc3b	27416162	27711307	-1	3
ENSMUSG00000071516	Hist1h2ai	21716422	21716814	1	13
ENSMUSG00000107529	Gm44291	38104432	38107296	-1	2
ENSMUSG00000026031	Cflar	58711508	58758884	1	1
ENSMUSG00000107586	Gm44283	38015218	38019167	-1	2
ENSMUSG00000107951	Gm6210	75296118	75298059	-1	6
ENSMUSG00000095874	Gm9630	14465785	14466669	1	15
ENSMUSG00000107918	Gm8999	75383054	75384022	-1	6
ENSMUSG00000035392	Dennd1a	37798991	38287390	-1	2
ENSMUSG00000115782	Gm49116	14459376	14480986	1	15
ENSMUSG00000107830	4933439N06Rik	75572094	75573458	-1	6
ENSMUSG00000021650	Ptcd2	99319647	99344705	-1	13
ENSMUSG00000099529	Gm29390	88885911	88886606	-1	Y
ENSMUSG00000019810	Fuca2	13499540	13519035	1	10
ENSMUSG00000080824	Gm9001	75782358	75782756	-1	6
ENSMUSG00000087687	Pet100	3621548	3625848	1	8
ENSMUSG00000115208	Gm49118	15138187	15138709	1	15
ENSMUSG00000044982	Sft2d3	31909098	31911824	-1	18
ENSMUSG00000081559	Gm12411	45550017	45550499	1	4
ENSMUSG00000081501	Gm13286	88757844	88758380	1	4
ENSMUSG00000107880	Gm44113	75968046	75974983	-1	6
ENSMUSG00000022335	Zfat	68083764	68258856	-1	15
ENSMUSG00000102177	Gm37870	13423453	13426687	-1	Y
ENSMUSG00000101355	Hist1h3h	21717659	21718069	1	13
ENSMUSG00000016308	Ube2a	36873900	36884222	1	X
ENSMUSG00000022235	Cmbl	31565389	31590119	1	15
ENSMUSG00000048307	Ankrd46	36477668	36496820	-1	15
ENSMUSG00000101497	Gm29391	88915556	88916170	-1	Y
ENSMUSG00000085501	Gm11772	120235234	120236122	-1	11
ENSMUSG00000117580	CT010502.3	24004208	24004612	-1	17
ENSMUSG00000003573	Homer3	70282827	70294361	1	8
ENSMUSG00000114972	Gm49119	15324779	15325195	-1	15
ENSMUSG00000030336	Cd27	125232622	125237010	-1	6
ENSMUSG00000027562	Car2	14886273	14900770	1	3
ENSMUSG00000043453	Magea10	72381870	72386858	-1	X
ENSMUSG00000020844	Nxn	76257198	76399140	-1	11
ENSMUSG00000022664	Slc35a5	45139573	45158706	-1	16
ENSMUSG00000085156	Snhg15	6525591	6528760	-1	11
ENSMUSG00000080076	Hist1h2aj	21721457	21721808	-1	13
ENSMUSG00000004630	Pcp2	3623371	3625545	-1	8
ENSMUSG00000114279	Hist1h2bm	21722044	21722567	1	13
ENSMUSG00000029189	Sel1l3	53107083	53213927	-1	5
ENSMUSG00000015337	Endog	30171493	30174069	1	2
ENSMUSG00000095266	Gm5225	24023774	24024281	1	17
ENSMUSG00000100870	Gm21720	88952366	88953061	-1	Y
ENSMUSG00000036815	Dpp10	123321471	124045559	-1	1
ENSMUSG00000101694	Gm29392	88959176	88962524	-1	Y
ENSMUSG00000090947	Gm3102	42976995	42979191	-1	14
ENSMUSG00000085980	Gm12408	45639744	45646111	1	4
ENSMUSG00000090152	Gm16285	101646186	101646532	1	12
ENSMUSG00000021187	Tc2n	101645443	101718523	-1	12
ENSMUSG00000094349	Gm8082	42988342	42993624	-1	14
ENSMUSG00000115266	4930557F08Rik	15779994	15823424	1	15
ENSMUSG00000050359	Sprr1a	92483952	92485895	-1	3
ENSMUSG00000104516	Gm9884	25830657	25831878	1	1
ENSMUSG00000102346	Gm37378	13452288	13454653	-1	Y
ENSMUSG00000089995	Gm15716	69044754	69063422	1	8
ENSMUSG00000091286	Gm3111	43000499	43002836	-1	14
ENSMUSG00000020081	Tacr2	62252438	62265990	1	10
ENSMUSG00000033597	Caskin1	24488601	24508671	1	17
ENSMUSG00000072605	Gm10376	43010188	43015628	-1	14
ENSMUSG00000028435	Aqp3	41092722	41098183	-1	4
ENSMUSG00000092525	Gm20461	34640846	34643977	-1	17
ENSMUSG00000070424	Art5	102096879	102109489	-1	7
ENSMUSG00000111555	Gm47326	14335612	14343063	1	9
ENSMUSG00000094921	Vmn2r112	22600951	22620842	1	17
ENSMUSG00000034842	Art3	92331827	92414628	1	5
ENSMUSG00000110815	Gm47345	43996471	43998593	-1	9
ENSMUSG00000090396	Gm6536	43042970	43045946	1	14
ENSMUSG00000111283	E230034D01Rik	43993984	44000673	1	9
ENSMUSG00000075279	Mrpl23-ps1	74591330	74591909	-1	2
ENSMUSG00000020868	Xylt2	94663851	94677515	-1	11
ENSMUSG00000091961	Gm3123	43060214	43062467	-1	14
ENSMUSG00000082973	Gm13672	74631840	74632298	1	2
ENSMUSG00000090394	4930523C07Rik	160044382	160080208	1	1
ENSMUSG00000089695	Gm15946	12962768	12963190	1	17
ENSMUSG00000091733	Gm8094	43071142	43076643	-1	14
ENSMUSG00000021108	Prkch	73584796	73778185	1	12
ENSMUSG00000107201	5930420M18Rik	30897300	30899580	1	5
ENSMUSG00000038803	Ost4	30905885	30907788	-1	5
ENSMUSG00000117306	AC122464.2	23155936	23156620	-1	6
ENSMUSG00000101533	Gm29393	88994450	88997689	1	Y
ENSMUSG00000116876	AC122413.2	6978904	7043950	1	17
ENSMUSG00000001815	Evx2	74652991	74659557	-1	2
ENSMUSG00000101618	Gm18443	25996604	25997159	-1	1
ENSMUSG00000063316	Rpl27	101442298	101445529	1	11
ENSMUSG00000081375	Gm14686	74261032	74261374	1	X
ENSMUSG00000100045	Gm20929	53843949	53870150	1	Y
ENSMUSG00000001964	Emd	74254687	74261548	1	X
ENSMUSG00000038564	Ift172	31253277	31291116	-1	5
ENSMUSG00000099458	Gm19123	26466236	26466886	1	1
ENSMUSG00000094724	Rnaset2b	6970634	7011299	1	17
ENSMUSG00000036825	Ssx2ip	146404642	146440144	1	3
ENSMUSG00000087294	Gm13556	38285307	38287291	1	2
ENSMUSG00000050762	Prss27	24038144	24045954	1	17
ENSMUSG00000108704	Gm44636	35282493	35283247	1	7
ENSMUSG00000106263	Gm33050	96456389	96457743	-1	5
ENSMUSG00000106526	Gm42604	96735547	96739364	-1	5
ENSMUSG00000063808	Gpatch1	35276536	35318440	-1	7
ENSMUSG00000051209	Gpr119	48667979	48674478	-1	X
ENSMUSG00000096446	Gm8104	43100601	43115190	1	14
ENSMUSG00000099685	Gm29617	74032832	74043464	-1	Y
ENSMUSG00000026729	4930562F07Rik	160074735	160077985	-1	1
ENSMUSG00000029165	Agbl5	30888694	30906965	1	5
ENSMUSG00000106989	Gm5989	23157985	23160061	-1	6
ENSMUSG00000104200	Gm37399	51302488	51302903	-1	3
ENSMUSG00000087440	4930577N17Rik	51276759	51278383	1	3
ENSMUSG00000030996	Art1	102101743	102113933	1	7
ENSMUSG00000114317	AC133517.1	43089445	43109217	1	14
ENSMUSG00000045631	Tmprss12	100280837	100293066	1	15
ENSMUSG00000037174	Elf2	51252720	51340663	-1	3
ENSMUSG00000028804	Csmd2	127987857	128567656	1	4
ENSMUSG00000110415	Gm6203	37371824	37373165	-1	8
ENSMUSG00000104540	Gm3527	18350348	18350807	1	5
ENSMUSG00000058186	Zfp980	145670685	145704441	1	4
ENSMUSG00000108979	1700016B15Rik	118740449	118741181	-1	7
ENSMUSG00000057614	Gnai1	18265135	18360355	-1	5
ENSMUSG00000073856	Iqck	118855752	118972652	1	7
ENSMUSG00000023353	Agap3	24452177	24502047	1	5
ENSMUSG00000115681	Gm2682	60120540	60187408	-1	15
ENSMUSG00000025280	Polr3a	24448696	24487058	-1	14
ENSMUSG00000073834	Mup11	60658466	60662411	-1	4
ENSMUSG00000116182	Gm33666	100297171	100297451	1	15
ENSMUSG00000060475	Wtap	12966796	12994169	-1	17
ENSMUSG00000082615	Gm13239	145689842	145690478	1	4
ENSMUSG00000084279	Gm13232	145729581	145730212	-1	4
ENSMUSG00000076598	Igkv3-7	70607437	70608036	1	6
ENSMUSG00000000881	Dlg3	100767722	100818410	1	X
ENSMUSG00000106902	4930557J02Rik	34118740	34135339	1	5
ENSMUSG00000046719	Nxph3	95509845	95514570	-1	11
ENSMUSG00000066279	Chrna10	102111266	102116828	-1	7
ENSMUSG00000106771	Gm43459	34096704	34097034	1	5
ENSMUSG00000091163	Gm3962	8738845	8754923	-1	7
ENSMUSG00000073722	4931408C20Rik	26681814	26687460	-1	1
ENSMUSG00000045102	Poln	34007179	34169448	-1	5
ENSMUSG00000024295	Cyp4f41-ps	32950961	32965718	-1	17
ENSMUSG00000117055	AC098880.1	22687720	22690460	1	17
ENSMUSG00000100310	Gm19641	27336352	27336768	-1	1
ENSMUSG00000094083	Gm1604a	7025568	7087597	1	17
ENSMUSG00000100505	Gm13283	88760119	88761581	1	4
ENSMUSG00000023272	Creld2	88819646	88826683	1	15
ENSMUSG00000107786	Gm44232	113564641	113564865	-1	6
ENSMUSG00000019795	Pcmt1	7629373	7681136	-1	10
ENSMUSG00000117183	AC098880.2	22713782	22716937	-1	17
ENSMUSG00000025236	Adpgk	59291558	59324052	1	9
ENSMUSG00000117101	AC122464.1	23163376	23164090	-1	6
ENSMUSG00000109379	Gm44550	118785143	118787200	1	7
ENSMUSG00000033963	Fancd2os	113596761	113600715	-1	6
ENSMUSG00000000631	Myo18a	77763246	77865980	1	11
ENSMUSG00000084938	BB557941	57127479	57181754	-1	2
ENSMUSG00000107685	Gm5995	76121627	76122899	1	6
ENSMUSG00000109303	Gm44549	118768017	118768593	1	7
ENSMUSG00000101018	Gm28910	53935335	53936030	-1	Y
ENSMUSG00000094793	Mup12	60737383	60741326	-1	4
ENSMUSG00000086396	4930555B11Rik	57181831	57188257	1	2
ENSMUSG00000095900	Gm20773	13494026	13496466	1	Y
ENSMUSG00000031930	Wwp2	107436365	107558595	1	8
ENSMUSG00000107032	Gm44942	23165341	23167414	-1	6
ENSMUSG00000030980	Knop1	118842222	118856254	-1	7
ENSMUSG00000106667	Igkv3-6	70642405	70642979	1	6
ENSMUSG00000082789	Gm13284	88763709	88771606	1	4
ENSMUSG00000080812	Gm13526	57214054	57214242	-1	2
ENSMUSG00000101178	Gm28909	53963830	53964144	-1	Y
ENSMUSG00000039967	Zfp292	34803113	34882960	-1	4
ENSMUSG00000115838	Gm46507	60295792	60296950	-1	15
ENSMUSG00000033009	Ogfod1	94037198	94067921	1	8
ENSMUSG00000082334	Gm13244	145745746	145747401	1	4
ENSMUSG00000100552	Gm29019	82982725	82987830	-1	15
ENSMUSG00000094271	Gm13290	88773834	88774801	1	4
ENSMUSG00000085558	4930412C18Rik	9770585	9823411	1	4
ENSMUSG00000029697	Fezf1	23245044	23248362	-1	6
ENSMUSG00000094743	Mup-ps7	60677683	60680431	1	4
ENSMUSG00000117423	AC132367.1	24533862	24546531	1	17
ENSMUSG00000034023	Fancd2	113531682	113597017	1	6
ENSMUSG00000087525	Gm13062	142180602	142184139	1	4
ENSMUSG00000095335	Igkv3-5	70663275	70663895	1	6
ENSMUSG00000084805	Gm12273	61950915	61952736	1	11
ENSMUSG00000087513	Gm13236	145762929	145764958	1	4
ENSMUSG00000107770	Gm44126	76284416	76284929	1	6
ENSMUSG00000041852	Tcf20	82808436	82987872	-1	15
ENSMUSG00000040606	Kazn	142102390	142239401	-1	4
ENSMUSG00000093565	Rab26os	24528248	24528744	1	17
ENSMUSG00000094417	Gm13243	145774719	145775283	1	4
ENSMUSG00000101566	Gm28276	53965560	53968902	-1	Y
ENSMUSG00000115251	Gm4774	60392119	60393169	1	15
ENSMUSG00000106775	C130093G08Rik	23251133	23253358	1	6
ENSMUSG00000035773	Kiss1r	79916971	79922273	1	10
ENSMUSG00000115159	Gm17892	60397297	60398089	1	15
ENSMUSG00000104205	Gm37396	123468450	123469944	-1	1
ENSMUSG00000058446	Znrf2	54816916	54893500	1	6
ENSMUSG00000100096	Gm28760	55835360	55836095	-1	13
ENSMUSG00000101994	Gm18875	123804540	123805421	-1	1
ENSMUSG00000092523	Gm18191	8773326	8777247	-1	7
ENSMUSG00000113808	Gm47988	66501762	66502546	-1	12
ENSMUSG00000115503	Gm6392	60468124	60469477	1	15
ENSMUSG00000033061	Resp18	75272199	75278415	-1	1
ENSMUSG00000102940	Gm37551	123827299	123830159	-1	1
ENSMUSG00000101190	Gm28274	54001257	54004153	1	Y
ENSMUSG00000038179	Slamf7	171632403	171653035	-1	1
ENSMUSG00000102902	Gm38263	123559383	123562441	-1	1
ENSMUSG00000021506	Pitx1	55825051	55836192	-1	13
ENSMUSG00000096715	Igkv3-4	70671788	70672377	1	6
ENSMUSG00000102801	Gm37478	123363740	123367234	-1	1
ENSMUSG00000034912	Mdga2	66466060	67222549	-1	12
ENSMUSG00000102174	Gm36398	13532809	13533504	1	Y
ENSMUSG00000102583	Gm37441	13569691	13570368	1	Y
ENSMUSG00000052752	Traf7	24508562	24527938	-1	17
ENSMUSG00000101985	Gm28929	123756558	123757750	1	1
ENSMUSG00000054181	A930012O16Rik	57236227	57238508	-1	2
ENSMUSG00000107394	1700012J15Rik	7766394	7777681	1	6
ENSMUSG00000087459	Csmd2os	128133523	128166967	-1	4
ENSMUSG00000102681	Gm37221	123371172	123374178	-1	1
ENSMUSG00000104410	Gm37066	123391111	123393171	-1	1
ENSMUSG00000104048	Gm37561	13580701	13582258	-1	Y
ENSMUSG00000104718	Gm31752	18481705	18490194	-1	5
ENSMUSG00000102521	Gm37781	123457234	123460451	-1	1
ENSMUSG00000048686	Hmgb4	128260212	128260957	-1	4
ENSMUSG00000107844	Gm8686	7835272	7835659	-1	6
ENSMUSG00000116292	Gm49551	77468202	77468459	1	15
ENSMUSG00000105519	E430021H15Rik	44213801	44217259	-1	5
ENSMUSG00000084292	Gm13535	57272564	57275686	-1	2
ENSMUSG00000105149	Gm42983	44224510	44225324	1	5
ENSMUSG00000107841	Gm44185	54902422	54905728	1	6
ENSMUSG00000098008	A930001A20Rik	14971201	15002727	1	3
ENSMUSG00000050982	Apol10a	77477047	77491069	1	15
ENSMUSG00000105503	Gm42982	44219683	44224003	1	5
ENSMUSG00000105930	Gm17889	18814204	18814801	1	5
ENSMUSG00000085717	Hmgb4os	128261044	128262990	1	4
ENSMUSG00000098186	Gm7132	14973569	14974552	-1	3
ENSMUSG00000115524	Gm49122	15875791	15876072	1	15
ENSMUSG00000099942	Gm28275	54111675	54112369	-1	Y
ENSMUSG00000026827	Gpd2	57237635	57370719	1	2
ENSMUSG00000046985	Tapt1	44175154	44226626	-1	5
ENSMUSG00000096582	Gm13289	88776922	88777470	1	4
ENSMUSG00000000532	Acvr1b	101174067	101213684	1	15
ENSMUSG00000067455	Hist1h4j	21735064	21735837	1	13
ENSMUSG00000025235	Bbs4	59321990	59353508	-1	9
ENSMUSG00000100556	Gm28902	75272605	75275652	1	1
ENSMUSG00000084120	Gm11624	105033034	105034074	-1	11
ENSMUSG00000070645	Ren1	133350510	133360325	1	1
ENSMUSG00000082367	Gm12363	34842985	34843652	1	4
ENSMUSG00000035781	R3hdm4	79910052	79921208	-1	10
ENSMUSG00000045566	Sprr4	92500263	92500493	-1	3
ENSMUSG00000040838	Gm11639	104685707	105117394	1	11
ENSMUSG00000024212	Mllt1	56892611	56935415	-1	17
ENSMUSG00000101514	Gm5524	27884046	27902396	1	1
ENSMUSG00000101033	Gm18776	27900419	27901072	-1	1
ENSMUSG00000109984	Gm38948	15971883	15984654	1	7
ENSMUSG00000070808	Bicra	15970672	16047921	-1	7
ENSMUSG00000033739	Fkbpl	34644764	34646324	1	17
ENSMUSG00000098210	Gm5224	22734963	22735380	1	17
ENSMUSG00000103896	Gm37128	33190805	33191036	1	3
ENSMUSG00000103219	Gm37787	171634879	171636022	1	1
ENSMUSG00000050088	1600012H06Rik	14943184	14959570	1	17
ENSMUSG00000101548	Gm9220	38311078	38314859	-1	7
ENSMUSG00000094177	Vmn2r-ps15	145775612	145775988	1	4
ENSMUSG00000102308	2310046K23Rik	92532505	92534511	-1	3
ENSMUSG00000030423	Pop4	38261996	38271423	-1	7
ENSMUSG00000084350	Znf41-ps	145825237	145829942	1	4
ENSMUSG00000100199	Gm20324	82899080	82905818	1	15
ENSMUSG00000096233	Gm13238	145837219	145837998	1	4
ENSMUSG00000114917	Gm48250	46881027	46884898	1	13
ENSMUSG00000115132	Gm18888	6329240	6329876	-1	15
ENSMUSG00000103599	Gm37356	13012624	13014236	1	2
ENSMUSG00000021375	Kif13a	46749087	46929867	-1	13
ENSMUSG00000081513	Gm11623	104814416	104815640	1	11
ENSMUSG00000103143	Gm37742	13036126	13040104	1	2
ENSMUSG00000031107	Rbmx2	48695004	48710723	1	X
ENSMUSG00000082767	Gm11622	105031157	105031847	1	11
ENSMUSG00000020690	Efcab3	105063592	105117537	1	11
ENSMUSG00000028563	Tm2d1	98355370	98383306	-1	4
ENSMUSG00000024277	Mapre2	23752333	23893861	1	18
ENSMUSG00000115633	Gm29753	15943431	15943915	1	15
ENSMUSG00000022150	Dab2	6299788	6440712	1	15
ENSMUSG00000068480	Gm7551	65784859	65785932	1	7
ENSMUSG00000024327	Slc39a7	34028267	34031690	-1	17
ENSMUSG00000104156	Gm38102	123133939	123137695	1	5
ENSMUSG00000008734	Gprc5b	118972047	118995211	-1	7
ENSMUSG00000099810	Gm29509	117899201	117899521	1	6
ENSMUSG00000023883	Phf10	14945009	14961273	-1	17
ENSMUSG00000047554	Tmem41b	109972187	109986929	-1	7
ENSMUSG00000090086	AI480526	123133723	123141666	-1	5
ENSMUSG00000085182	Gm13596	68476082	68477752	1	2
